time_utc,load_mw_actual,load_mw_dam,load_mw_rtpd
2021-07-12 07:00:00,26871,28241,26753.2500
2021-07-12 08:00:00,25503,26645,25152.2500
2021-07-12 09:00:00,24736,25418,24095.7500
2021-07-12 10:00:00,24346,24731,23476.2500
2021-07-12 11:00:00,24451,24820,23566.2500
2021-07-12 12:00:00,25166,25637,24416.5000
2021-07-12 13:00:00,26687,26489,25345.0000
2021-07-12 14:00:00,28275,27893,26791.7500
2021-07-12 15:00:00,29190,29029,27832.0000
2021-07-12 16:00:00,30086,29787,28429.7500
2021-07-12 17:00:00,30916,30878,29212.0000
2021-07-12 18:00:00,31820,32134,30266.0000
2021-07-12 19:00:00,32917,33607,31577.2500
2021-07-12 20:00:00,34220,35286,33276.5000
2021-07-12 21:00:00,35649,36899,34692.0000
2021-07-12 22:00:00,36930,38368,36398.0000
2021-07-12 23:00:00,37869,39557,37533.0000
2021-07-13 00:00:00,38446,40374,38234.2500
2021-07-13 01:00:00,38228,40363,38294.0000
2021-07-13 02:00:00,37250,39193,36978.7500
2021-07-13 03:00:00,36158,37828,35915.2500
2021-07-13 04:00:00,34484,36215,34623.2500
2021-07-13 05:00:00,31975,33466,31997.7500
2021-07-13 06:00:00,29589,30887,29365.7500
2021-07-13 07:00:00,27835,27990,27426.0000
2021-07-13 08:00:00,26413,26392,25959.5000
2021-07-13 09:00:00,25422,25314,24919.0000
2021-07-13 10:00:00,25074,24700,24278.2500
2021-07-13 11:00:00,25263,24680,24371.7500
2021-07-13 12:00:00,25869,25334,25045.5000
2021-07-13 13:00:00,27000,26166,25964.2500
2021-07-13 14:00:00,28533,27503,27095.2500
2021-07-13 15:00:00,29462,28246,27957.5000
2021-07-13 16:00:00,30378,28625,28695.0000
2021-07-13 17:00:00,31360,29321,29505.2500
2021-07-13 18:00:00,32396,30405,30609.0000
2021-07-13 19:00:00,33438,31583,32039.0000
2021-07-13 20:00:00,34597,33183,33691.0000
2021-07-13 21:00:00,35748,34531,34888.5000
2021-07-13 22:00:00,36924,35999,36136.2500
2021-07-13 23:00:00,37756,37070,37363.2500
2021-07-14 00:00:00,38334,38030,38041.2500
2021-07-14 01:00:00,38095,38248,38089.2500
2021-07-14 02:00:00,37137,37262,36868.7500
2021-07-14 03:00:00,36162,36221,35817.2500
2021-07-14 04:00:00,34550,34788,34599.7500
2021-07-14 05:00:00,32178,32188,32028.2500
2021-07-14 06:00:00,29646,29674,29586.2500
2021-07-14 07:00:00,27740,27854,27579.7500
2021-07-14 08:00:00,26351,26316,25961.5000
2021-07-14 09:00:00,25341,25245,24859.2500
2021-07-14 10:00:00,25063,24622,24213.7500
2021-07-14 11:00:00,25288,24673,24210.7500
2021-07-14 12:00:00,26114,25407,24966.2500
2021-07-14 13:00:00,27225,26040,25857.7500
2021-07-14 14:00:00,28608,27057,27049.5000
2021-07-14 15:00:00,29778,27742,27785.7500
2021-07-14 16:00:00,30656,28117,28062.7500
2021-07-14 17:00:00,30828,28777,29013.5000
2021-07-14 18:00:00,31691,29728,29756.0000
2021-07-14 19:00:00,32917,30781,30972.5000
2021-07-14 20:00:00,34338,32311,32580.7500
2021-07-14 21:00:00,35358,33823,34146.0000
2021-07-14 22:00:00,36484,35252,35703.7500
2021-07-14 23:00:00,37207,36464,36712.7500
2021-07-15 00:00:00,37960,37407,37540.0000
2021-07-15 01:00:00,37932,37591,37602.7500
2021-07-15 02:00:00,36995,36616,36638.2500
2021-07-15 03:00:00,35937,35557,35788.0000
2021-07-15 04:00:00,34476,34189,34412.5000
2021-07-15 05:00:00,31963,31625,31956.7500
2021-07-15 06:00:00,29519,29165,29471.2500
2021-07-15 07:00:00,27702,27358,27362.0000
2021-07-15 08:00:00,26326,25927,25978.7500
2021-07-15 09:00:00,25545,24875,24884.2500
2021-07-15 10:00:00,25224,24291,24199.2500
2021-07-15 11:00:00,25336,24361,24344.7500
2021-07-15 12:00:00,26004,25120,25115.2500
2021-07-15 13:00:00,27063,25709,25819.2500
2021-07-15 14:00:00,28495,26703,26976.5000
2021-07-15 15:00:00,29311,27295,27624.0000
2021-07-15 16:00:00,29772,27591,27979.5000
2021-07-15 17:00:00,30336,27972,28500.2500
2021-07-15 18:00:00,31084,28543,29409.5000
2021-07-15 19:00:00,32103,29385,30500.0000
2021-07-15 20:00:00,33407,30743,31994.2500
2021-07-15 21:00:00,34976,32101,33500.5000
2021-07-15 22:00:00,36260,33525,34931.7500
2021-07-15 23:00:00,37025,34618,36224.7500
2021-07-16 00:00:00,37556,35632,37045.5000
2021-07-16 01:00:00,37063,35885,36946.2500
2021-07-16 02:00:00,36143,35082,35848.2500
2021-07-16 03:00:00,35215,34281,34989.2500
2021-07-16 04:00:00,33796,33137,33807.0000
2021-07-16 05:00:00,31282,30806,31445.5000
2021-07-16 06:00:00,28881,28453,28872.7500
2021-07-16 07:00:00,27101,26864,26902.5000
2021-07-16 08:00:00,25743,25462,25375.7500
2021-07-16 09:00:00,24904,24423,24353.2500
2021-07-16 10:00:00,24519,23872,23851.2500
2021-07-16 11:00:00,24671,23940,23822.7500
2021-07-16 12:00:00,25440,24596,24503.2500
2021-07-16 13:00:00,26346,25216,25348.0000
2021-07-16 14:00:00,27671,26279,26316.0000
2021-07-16 15:00:00,28523,26821,26724.7500
2021-07-16 16:00:00,28967,26993,26979.7500
2021-07-16 17:00:00,29599,27368,27552.7500
2021-07-16 18:00:00,30390,27901,28367.2500
2021-07-16 19:00:00,31356,28716,29386.5000
2021-07-16 20:00:00,32760,30082,31007.2500
2021-07-16 21:00:00,34053,31560,32676.5000
2021-07-16 22:00:00,35188,33031,34165.5000
2021-07-16 23:00:00,36006,34137,35617.7500
2021-07-17 00:00:00,36682,35127,36343.5000
2021-07-17 01:00:00,36586,35378,36310.0000
2021-07-17 02:00:00,35762,34544,35347.5000
2021-07-17 03:00:00,34984,33744,34540.7500
2021-07-17 04:00:00,33662,32716,33621.2500
2021-07-17 05:00:00,31241,30639,31639.7500
2021-07-17 06:00:00,28907,28535,29007.2500
2021-07-17 07:00:00,27107,27104,26827.5000
2021-07-17 08:00:00,25907,25532,25283.0000
2021-07-17 09:00:00,24896,24397,24160.5000
2021-07-17 10:00:00,24228,23599,23430.5000
2021-07-17 11:00:00,23972,23209,23114.0000
2021-07-17 12:00:00,23998,23169,23291.0000
2021-07-17 13:00:00,24328,22776,23155.7500
2021-07-17 14:00:00,25440,23243,23635.2500
2021-07-17 15:00:00,26134,23654,24089.5000
2021-07-17 16:00:00,26590,23991,24538.2500
2021-07-17 17:00:00,27326,24597,25123.5000
2021-07-17 18:00:00,28376,25462,26169.7500
2021-07-17 19:00:00,29541,26709,27555.7500
2021-07-17 20:00:00,30825,28308,29246.0000
2021-07-17 21:00:00,32686,30034,31212.7500
2021-07-17 22:00:00,34110,31730,33300.2500
2021-07-17 23:00:00,35403,33306,34843.5000
2021-07-18 00:00:00,36307,34573,36079.5000
2021-07-18 01:00:00,36327,35009,36213.7500
2021-07-18 02:00:00,35564,34346,35236.5000
2021-07-18 03:00:00,34678,33532,34315.2500
2021-07-18 04:00:00,33291,32562,33321.5000
2021-07-18 05:00:00,31173,30539,31110.7500
2021-07-18 06:00:00,29024,28407,28891.0000
2021-07-18 07:00:00,27287,27340,26798.2500
2021-07-18 08:00:00,25758,25690,25435.5000
2021-07-18 09:00:00,24692,24520,24273.7500
2021-07-18 10:00:00,24204,23651,23447.2500
2021-07-18 11:00:00,24001,23046,23060.5000
2021-07-18 12:00:00,24011,22659,22956.5000
2021-07-18 13:00:00,24048,21931,22552.7500
2021-07-18 14:00:00,24630,22074,23009.2500
2021-07-18 15:00:00,25300,22820,23378.0000
2021-07-18 16:00:00,26260,23601,23953.7500
2021-07-18 17:00:00,27182,24821,25012.5000
2021-07-18 18:00:00,28407,26271,26540.5000
2021-07-18 19:00:00,30151,28204,28258.2500
2021-07-18 20:00:00,31782,30337,30487.0000
2021-07-18 21:00:00,33545,32365,32781.5000
2021-07-18 22:00:00,35183,34245,34638.5000
2021-07-18 23:00:00,36480,35568,36093.0000
2021-07-19 00:00:00,37379,36743,37153.7500
2021-07-19 01:00:00,37431,37031,37345.0000
2021-07-19 02:00:00,36639,36193,36185.0000
2021-07-19 03:00:00,35622,35576,35523.2500
2021-07-19 04:00:00,34155,34460,34064.2500
2021-07-19 05:00:00,31769,31857,31648.5000
2021-07-19 06:00:00,29340,29105,29195.2500
2021-07-19 07:00:00,27532,26995,27125.5000
2021-07-19 08:00:00,26313,25507,25508.0000
2021-07-19 09:00:00,25601,24468,24449.2500
2021-07-19 10:00:00,25362,23890,23882.2500
2021-07-19 11:00:00,25404,24048,24031.0000
2021-07-19 12:00:00,26111,24924,24918.7500
2021-07-19 13:00:00,27253,25766,25793.2500
2021-07-19 14:00:00,28913,27283,27292.0000
2021-07-19 15:00:00,30319,28510,28561.5000
2021-07-19 16:00:00,31319,29339,29707.5000
2021-07-19 17:00:00,32450,30585,30965.0000
2021-07-19 18:00:00,33839,31938,32490.7500
2021-07-19 19:00:00,35399,33431,34215.7500
2021-07-19 20:00:00,37446,35263,36065.0000
2021-07-19 21:00:00,39345,37163,38119.0000
2021-07-19 22:00:00,40669,38732,39948.0000
2021-07-19 23:00:00,41387,39933,41019.0000
2021-07-20 00:00:00,41814,40590,41545.7500
2021-07-20 01:00:00,41315,40531,41310.0000
2021-07-20 02:00:00,39906,39254,39896.2500
2021-07-20 03:00:00,38339,37994,38501.5000
2021-07-20 04:00:00,36245,36261,36598.0000
2021-07-20 05:00:00,33362,33231,33546.0000
2021-07-20 06:00:00,30641,30402,31288.0000
2021-07-20 07:00:00,28651,28224,28380.7500
2021-07-20 08:00:00,27072,26548,26804.2500
2021-07-20 09:00:00,26174,25360,25481.0000
2021-07-20 10:00:00,25752,24655,24714.2500
2021-07-20 11:00:00,25808,24653,24717.2500
2021-07-20 12:00:00,26368,25417,25411.2500
2021-07-20 13:00:00,27401,26294,26274.2500
2021-07-20 14:00:00,28812,27520,27582.0000
2021-07-20 15:00:00,29952,28352,28445.2500
2021-07-20 16:00:00,30801,28994,29076.5000
2021-07-20 17:00:00,31844,29991,30173.2500
2021-07-20 18:00:00,33191,31386,31281.7500
2021-07-20 19:00:00,34369,33076,32917.2500
2021-07-20 20:00:00,35831,34924,34837.7500
2021-07-20 21:00:00,37422,36785,36615.0000
2021-07-20 22:00:00,39078,38493,38208.7500
2021-07-20 23:00:00,40251,39671,39479.7500
2021-07-21 00:00:00,40933,40267,40397.7500
2021-07-21 01:00:00,40730,40158,40452.2500
2021-07-21 02:00:00,39479,39040,39338.7500
2021-07-21 03:00:00,38164,37916,38122.5000
2021-07-21 04:00:00,36290,36246,36347.0000
2021-07-21 05:00:00,33431,33439,33548.2500
2021-07-21 06:00:00,30728,30636,30683.7500
2021-07-21 07:00:00,28687,28921,28264.6667
2021-07-21 08:00:00,27364,27202,26763.5000
2021-07-21 09:00:00,26506,26014,25601.5000
2021-07-21 10:00:00,26182,25288,24895.0000
2021-07-21 11:00:00,26268,25271,24772.2500
2021-07-21 12:00:00,26805,25945,25482.7500
2021-07-21 13:00:00,27495,26628,26352.7500
2021-07-21 14:00:00,28665,28021,27595.5000
2021-07-21 15:00:00,29754,28912,28264.5000
2021-07-21 16:00:00,30660,29741,28941.2500
2021-07-21 17:00:00,31886,30753,29935.0000
2021-07-21 18:00:00,33128,32074,31180.5000
2021-07-21 19:00:00,34617,33647,32902.2500
2021-07-21 20:00:00,36321,35480,34931.7500
2021-07-21 21:00:00,37780,37204,36805.5000
2021-07-21 22:00:00,39272,38874,38387.7500
2021-07-21 23:00:00,40458,39982,39619.5000
2021-07-22 00:00:00,41003,40762,40359.0000
2021-07-22 01:00:00,40771,40723,40435.0000
2021-07-22 02:00:00,39487,39603,39440.0000
2021-07-22 03:00:00,38118,38343,38195.0000
2021-07-22 04:00:00,36220,36752,36400.0000
2021-07-22 05:00:00,33375,33886,33629.0000
2021-07-22 06:00:00,30795,30985,30773.0000
2021-07-22 07:00:00,28662,29083,28666.5000
2021-07-22 08:00:00,27331,27426,26824.5000
2021-07-22 09:00:00,26297,26231,25649.0000
2021-07-22 10:00:00,25865,25519,24924.2500
2021-07-22 11:00:00,25756,25573,24874.2500
2021-07-22 12:00:00,26530,26335,25631.2500
2021-07-22 13:00:00,27498,27330,26468.2500
2021-07-22 14:00:00,28844,28472,27608.5000
2021-07-22 15:00:00,30262,29448,28415.0000
2021-07-22 16:00:00,31001,30203,29239.5000
2021-07-22 17:00:00,31749,31151,30299.0000
2021-07-22 18:00:00,32836,32499,31307.0000
2021-07-22 19:00:00,34068,34053,32606.7500
2021-07-22 20:00:00,35561,35755,34550.2500
2021-07-22 21:00:00,36991,37311,36293.0000
2021-07-22 22:00:00,38441,38900,37629.7500
2021-07-22 23:00:00,39172,40006,39093.5000
2021-07-23 00:00:00,39476,40798,39326.5000
2021-07-23 01:00:00,38665,40873,39084.0000
2021-07-23 02:00:00,37501,39744,37586.7500
2021-07-23 03:00:00,36562,38392,36299.2500
2021-07-23 04:00:00,34958,36925,34947.7500
2021-07-23 05:00:00,32507,34136,32338.7500
2021-07-23 06:00:00,30004,31305,29847.7500
2021-07-23 07:00:00,28122,28727,27758.5000
2021-07-23 08:00:00,26688,27095,26174.0000
2021-07-23 09:00:00,25691,25899,24875.5000
2021-07-23 10:00:00,25308,25216,24225.5000
2021-07-23 11:00:00,25523,25196,24176.7500
2021-07-23 12:00:00,26178,25946,24876.5000
2021-07-23 13:00:00,27055,26742,25735.7500
2021-07-23 14:00:00,28207,27834,26910.0000
2021-07-23 15:00:00,29452,28663,27590.2500
2021-07-23 16:00:00,30212,29227,28079.2500
2021-07-23 17:00:00,30928,30152,28975.2500
2021-07-23 18:00:00,31902,31346,30016.0000
2021-07-23 19:00:00,33198,32704,31366.2500
2021-07-23 20:00:00,34790,34606,33368.0000
2021-07-23 21:00:00,36354,36500,35308.2500
2021-07-23 22:00:00,37600,38339,37064.7500
2021-07-23 23:00:00,38516,39703,38304.5000
2021-07-24 00:00:00,39045,40423,38633.5000
2021-07-24 01:00:00,38468,40468,38510.0000
2021-07-24 02:00:00,37229,39243,37149.2500
2021-07-24 03:00:00,36026,37855,35984.7500
2021-07-24 04:00:00,34333,36186,34606.7500
2021-07-24 05:00:00,32013,33488,32074.2500
2021-07-24 06:00:00,29729,30838,29560.5000
2021-07-24 07:00:00,27806,27966,27615.7500
2021-07-24 08:00:00,26475,26274,25864.0000
2021-07-24 09:00:00,25397,25033,24671.5000
2021-07-24 10:00:00,24641,24203,23904.0000
2021-07-24 11:00:00,24410,23843,23547.5000
2021-07-24 12:00:00,24497,23866,23637.7500
2021-07-24 13:00:00,24742,23596,23475.5000
2021-07-24 14:00:00,25433,23913,24058.5000
2021-07-24 15:00:00,25999,24421,24512.0000
2021-07-24 16:00:00,26494,24949,24932.0000
2021-07-24 17:00:00,27186,25596,25407.2500
2021-07-24 18:00:00,28267,26522,26275.7500
2021-07-24 19:00:00,29097,27751,27706.5000
2021-07-24 20:00:00,30188,29144,29119.7500
2021-07-24 21:00:00,31460,30781,30752.7500
2021-07-24 22:00:00,32635,32277,32253.5000
2021-07-24 23:00:00,33825,33847,33297.2500
2021-07-25 00:00:00,34656,35073,34365.5000
2021-07-25 01:00:00,34790,35532,34540.2500
2021-07-25 02:00:00,34199,34798,33692.0000
2021-07-25 03:00:00,33482,33846,33086.0000
2021-07-25 04:00:00,32229,32602,32210.0000
2021-07-25 05:00:00,30318,30597,30216.5000
2021-07-25 06:00:00,28177,28418,28191.2500
2021-07-25 07:00:00,26404,26793,26114.5000
2021-07-25 08:00:00,25002,25289,24736.2500
2021-07-25 09:00:00,24035,24153,23645.5000
2021-07-25 10:00:00,23339,23394,22889.5000
2021-07-25 11:00:00,23038,22919,22459.7500
2021-07-25 12:00:00,22933,22681,22415.7500
2021-07-25 13:00:00,23010,22129,21970.5000
2021-07-25 14:00:00,23731,22182,22182.0000
2021-07-25 15:00:00,24252,22734,22528.7500
2021-07-25 16:00:00,24745,23188,22796.2500
2021-07-25 17:00:00,25591,23745,23266.2500
2021-07-25 18:00:00,26445,24600,24323.5000
2021-07-25 19:00:00,27194,25882,25645.7500
2021-07-25 20:00:00,28697,27345,27220.5000
2021-07-25 21:00:00,30476,29028,29132.0000
2021-07-25 22:00:00,31813,30537,31301.2500
2021-07-25 23:00:00,32965,32122,32720.7500
2021-07-26 00:00:00,33741,33434,33791.5000
2021-07-26 01:00:00,33880,34047,33807.2500
2021-07-26 02:00:00,33359,33610,32895.2500
2021-07-26 03:00:00,32883,33050,32458.5000
2021-07-26 04:00:00,31625,31858,31535.2500
2021-07-26 05:00:00,29440,29628,29458.5000
2021-07-26 06:00:00,27293,27454,27335.0000
2021-07-26 07:00:00,25813,26101,25434.0000
2021-07-26 08:00:00,24761,24799,24186.0000
2021-07-26 09:00:00,24240,23945,23406.2500
2021-07-26 10:00:00,24191,23462,23032.7500
2021-07-26 11:00:00,24353,23658,23241.7500
2021-07-26 12:00:00,25069,24648,24288.0000
2021-07-26 13:00:00,26327,25852,25357.7500
2021-07-26 14:00:00,27819,27085,26865.7500
2021-07-26 15:00:00,29249,27897,27868.5000
2021-07-26 16:00:00,30090,28417,28618.7500
2021-07-26 17:00:00,30332,28916,29327.0000
2021-07-26 18:00:00,30634,29659,29877.2500
2021-07-26 19:00:00,31198,30504,30294.5000
2021-07-26 20:00:00,31670,31667,31157.2500
2021-07-26 21:00:00,32364,32893,32190.5000
2021-07-26 22:00:00,33100,34064,32835.0000
2021-07-26 23:00:00,33813,35325,33648.0000
2021-07-27 00:00:00,34312,36324,34454.2500
2021-07-27 01:00:00,34174,36450,34298.2500
2021-07-27 02:00:00,33587,35796,33325.5000
2021-07-27 03:00:00,33199,35245,32637.5000
2021-07-27 04:00:00,32025,33950,31797.7500
2021-07-27 05:00:00,29977,31547,29704.5000
2021-07-27 06:00:00,27955,28948,27727.7500
2021-07-27 07:00:00,26532,27377,25998.7500
2021-07-27 08:00:00,25527,25904,24786.5000
2021-07-27 09:00:00,24986,24882,23965.0000
2021-07-27 10:00:00,24838,24243,23547.0000
2021-07-27 11:00:00,24817,24216,23700.0000
2021-07-27 12:00:00,25527,25088,24534.7500
2021-07-27 13:00:00,26810,26141,25510.5000
2021-07-27 14:00:00,28333,27255,26820.5000
2021-07-27 15:00:00,29214,28281,27656.0000
2021-07-27 16:00:00,29726,28812,28165.7500
2021-07-27 17:00:00,30270,29651,29080.0000
2021-07-27 18:00:00,31457,30797,29931.5000
2021-07-27 19:00:00,32582,32217,31267.2500
2021-07-27 20:00:00,33760,34117,33050.7500
2021-07-27 21:00:00,35585,36080,34533.7500
2021-07-27 22:00:00,37306,37808,36330.5000
2021-07-27 23:00:00,38525,39201,37858.2500
2021-07-28 00:00:00,39275,40053,38892.2500
2021-07-28 01:00:00,39001,39994,38946.7500
2021-07-28 02:00:00,37932,38909,37856.5000
2021-07-28 03:00:00,36781,37870,36834.0000
2021-07-28 04:00:00,35001,36222,35095.2500
2021-07-28 05:00:00,32303,33330,32444.2500
2021-07-28 06:00:00,29619,30581,29685.7500
2021-07-28 07:00:00,27644,28328,27591.2500
2021-07-28 08:00:00,26252,26713,25827.0000
2021-07-28 09:00:00,25480,25570,24767.0000
2021-07-28 10:00:00,25067,24882,24095.5000
2021-07-28 11:00:00,25104,24842,24105.2500
2021-07-28 12:00:00,25735,25564,24841.7500
2021-07-28 13:00:00,26684,26587,25783.0000
2021-07-28 14:00:00,28330,27845,26954.0000
2021-07-28 15:00:00,29688,28790,27937.7500
2021-07-28 16:00:00,30028,29569,28520.5000
2021-07-28 17:00:00,30897,30779,29451.5000
2021-07-28 18:00:00,32336,32248,30932.0000
2021-07-28 19:00:00,33756,33981,32668.5000
2021-07-28 20:00:00,35510,35960,34557.0000
2021-07-28 21:00:00,37300,37869,36411.7500
2021-07-28 22:00:00,39166,39484,38020.5000
2021-07-28 23:00:00,40346,40709,39568.7500
2021-07-29 00:00:00,40855,41560,40383.0000
2021-07-29 01:00:00,40414,41573,40328.0000
2021-07-29 02:00:00,39099,40308,39039.0000
2021-07-29 03:00:00,37735,38960,37855.0000
2021-07-29 04:00:00,35817,37103,36008.0000
2021-07-29 05:00:00,33093,34105,33172.5000
2021-07-29 06:00:00,30391,31173,30408.2500
2021-07-29 07:00:00,28376,28788,28213.0000
2021-07-29 08:00:00,26908,27092,26301.7500
2021-07-29 09:00:00,26070,25860,25111.7500
2021-07-29 10:00:00,25383,24988,24419.7500
2021-07-29 11:00:00,25407,24909,24383.2500
2021-07-29 12:00:00,26012,25710,25070.5000
2021-07-29 13:00:00,26605,26733,26027.5000
2021-07-29 14:00:00,27983,27993,27164.0000
2021-07-29 15:00:00,29389,28817,28053.0000
2021-07-29 16:00:00,30103,29611,28767.5000
2021-07-29 17:00:00,31260,30794,29954.0000
2021-07-29 18:00:00,32887,32272,31308.0000
2021-07-29 19:00:00,34608,33981,33294.0000
2021-07-29 20:00:00,36681,35999,35608.2500
2021-07-29 21:00:00,38525,38028,37437.7500
2021-07-29 22:00:00,40048,39767,39386.2500
2021-07-29 23:00:00,40828,41064,40496.0000
2021-07-30 00:00:00,41281,41858,41012.0000
2021-07-30 01:00:00,40738,41739,40771.0000
2021-07-30 02:00:00,39572,40497,39382.7500
2021-07-30 03:00:00,38253,39106,38270.2500
2021-07-30 04:00:00,36297,37175,36496.7500
2021-07-30 05:00:00,33440,34241,33641.0000
2021-07-30 06:00:00,30737,31286,30844.0000
2021-07-30 07:00:00,28818,28515,28571.0000
2021-07-30 08:00:00,27425,26824,26899.0000
2021-07-30 09:00:00,26525,25602,25687.7500
2021-07-30 10:00:00,25785,24805,24856.5000
2021-07-30 11:00:00,25823,24646,24803.5000
2021-07-30 12:00:00,26471,25304,25423.5000
2021-07-30 13:00:00,27011,26202,26267.7500
2021-07-30 14:00:00,28028,27453,27537.5000
2021-07-30 15:00:00,29319,28384,28251.5000
2021-07-30 16:00:00,29861,29219,28871.2500
2021-07-30 17:00:00,30876,30230,29908.7500
2021-07-30 18:00:00,32407,31574,31164.2500
2021-07-30 19:00:00,34204,32996,32850.2500
2021-07-30 20:00:00,36276,34949,34866.2500
2021-07-30 21:00:00,38189,36731,36793.0000
2021-07-30 22:00:00,39661,38335,38815.5000
2021-07-30 23:00:00,40268,39494,40066.2500
2021-07-31 00:00:00,40083,40054,40297.5000
2021-07-31 01:00:00,39222,39547,39415.0000
2021-07-31 02:00:00,38041,38122,37822.7500
2021-07-31 03:00:00,36923,36931,36634.2500
2021-07-31 04:00:00,35147,35437,35295.5000
2021-07-31 05:00:00,32721,33062,32722.2500
2021-07-31 06:00:00,30332,30483,30125.7500
2021-07-31 07:00:00,28392,28289,28139.7500
2021-07-31 08:00:00,26732,26568,26431.0000
2021-07-31 09:00:00,25680,25306,25166.7500
2021-07-31 10:00:00,25055,24265,24547.7500
2021-07-31 11:00:00,24739,23899,24033.7500
2021-07-31 12:00:00,24448,23904,24053.7500
2021-07-31 13:00:00,24660,23720,23909.7500
2021-07-31 14:00:00,25886,24064,24296.5000
2021-07-31 15:00:00,26958,24784,24917.5000
2021-07-31 16:00:00,27576,25386,25382.7500
2021-07-31 17:00:00,28188,26334,26116.7500
2021-07-31 18:00:00,28840,27472,27256.2500
2021-07-31 19:00:00,30016,28903,28578.7500
2021-07-31 20:00:00,31310,30536,30209.7500
2021-07-31 21:00:00,32764,32370,32127.7500
2021-07-31 22:00:00,34189,34011,33853.5000
2021-07-31 23:00:00,35502,35494,34877.7500
2021-08-01 00:00:00,36538,36503,35875.5000
2021-08-01 01:00:00,36605,36648,36225.0000
2021-08-01 02:00:00,35657,35572,35334.0000
2021-08-01 03:00:00,34473,34598,34602.2500
2021-08-01 04:00:00,32828,33270,33103.2500
2021-08-01 05:00:00,30494,31115,30737.0000
2021-08-01 06:00:00,28350,29004,28305.0000
2021-08-01 07:00:00,26403,27866,26329.7500
2021-08-01 08:00:00,25106,26241,24651.5000
2021-08-01 09:00:00,24019,24932,23446.5000
2021-08-01 10:00:00,23208,23998,22741.5000
2021-08-01 11:00:00,22881,23372,22234.2500
2021-08-01 12:00:00,22858,23127,22128.0000
2021-08-01 13:00:00,22616,22219,21685.2500
2021-08-01 14:00:00,22940,22201,21778.5000
2021-08-01 15:00:00,23677,22849,21935.7500
2021-08-01 16:00:00,24199,23468,22557.0000
2021-08-01 17:00:00,25064,24308,23156.5000
2021-08-01 18:00:00,26333,25577,24453.7500
2021-08-01 19:00:00,27671,27135,25992.0000
2021-08-01 20:00:00,29397,28696,27781.0000
2021-08-01 21:00:00,31232,30689,30044.7500
2021-08-01 22:00:00,33012,32644,32218.7500
2021-08-01 23:00:00,34796,34444,34014.7500
2021-08-02 00:00:00,36311,35960,35473.7500
2021-08-02 01:00:00,36636,36266,36114.2500
2021-08-02 02:00:00,35694,35276,35303.7500
2021-08-02 03:00:00,34397,34455,34932.7500
2021-08-02 04:00:00,32544,32806,32854.2500
2021-08-02 05:00:00,29924,30317,30270.0000
2021-08-02 06:00:00,27521,27883,27658.7500
2021-08-02 07:00:00,25934,26738,25637.2500
2021-08-02 08:00:00,24974,25393,24015.2500
2021-08-02 09:00:00,24085,24395,22984.5000
2021-08-02 10:00:00,23579,23840,22468.5000
2021-08-02 11:00:00,23330,23980,22515.2500
2021-08-02 12:00:00,24253,24951,23382.2500
2021-08-02 13:00:00,25817,26015,24351.7500
2021-08-02 14:00:00,27546,27163,25575.2500
2021-08-02 15:00:00,28509,27905,26715.5000
2021-08-02 16:00:00,28857,28390,27215.5000
2021-08-02 17:00:00,29499,29206,28047.7500
2021-08-02 18:00:00,30947,30473,29176.2500
2021-08-02 19:00:00,32559,32158,30997.5000
2021-08-02 20:00:00,34532,33997,33346.5000
2021-08-02 21:00:00,36502,36111,35651.0000
2021-08-02 22:00:00,38402,37994,37518.5000
2021-08-02 23:00:00,39733,39453,38935.2500
2021-08-03 00:00:00,40607,40466,40026.0000
2021-08-03 01:00:00,40206,40375,40081.0000
2021-08-03 02:00:00,38804,38949,38513.7500
2021-08-03 03:00:00,37268,37824,37550.2500
2021-08-03 04:00:00,35076,35902,35339.0000
2021-08-03 05:00:00,32042,32871,32525.5000
2021-08-03 06:00:00,29429,30132,29515.5000
2021-08-03 07:00:00,27347,27338,27238.5000
2021-08-03 08:00:00,25802,25816,25567.0000
2021-08-03 09:00:00,25093,24699,24284.5000
2021-08-03 10:00:00,24934,24055,23617.2500
2021-08-03 11:00:00,24857,24096,23605.7500
2021-08-03 12:00:00,25224,25042,24512.0000
2021-08-03 13:00:00,26278,26200,25555.2500
2021-08-03 14:00:00,27711,27289,26565.0000
2021-08-03 15:00:00,28984,27988,27190.2500
2021-08-03 16:00:00,29253,28573,27662.0000
2021-08-03 17:00:00,29723,29493,28573.0000
2021-08-03 18:00:00,31000,30911,29855.5000
2021-08-03 19:00:00,32636,32597,31620.2500
2021-08-03 20:00:00,34955,34697,33811.5000
2021-08-03 21:00:00,37255,36697,36073.2500
2021-08-03 22:00:00,39098,38692,38244.5000
2021-08-03 23:00:00,40302,40257,39746.7500
2021-08-04 00:00:00,41162,41216,40511.0000
2021-08-04 01:00:00,40936,41250,40490.2500
2021-08-04 02:00:00,39659,39901,39263.0000
2021-08-04 03:00:00,38046,38695,38457.7500
2021-08-04 04:00:00,35899,36620,36072.7500
2021-08-04 05:00:00,33297,33487,33086.0000
2021-08-04 06:00:00,30498,30551,30239.7500
2021-08-04 07:00:00,28349,28102,28019.2500
2021-08-04 08:00:00,26879,26514,26317.7500
2021-08-04 09:00:00,25973,25344,24952.0000
2021-08-04 10:00:00,25407,24639,24314.5000
2021-08-04 11:00:00,25288,24553,24234.5000
2021-08-04 12:00:00,25834,25287,24855.5000
