time_utc,load_mw_actual,load_mw_dam,load_mw_rtpd
2021-10-05 00:00:00,32528,33457,32850.0000
2021-10-05 01:00:00,32171,33352,32042.0000
2021-10-05 02:00:00,31572,33052,31691.2500
2021-10-05 03:00:00,30073,31511,29855.5000
2021-10-05 04:00:00,28359,29525,28142.5000
2021-10-05 05:00:00,26330,27128,26039.7500
2021-10-05 06:00:00,24668,24980,24169.0000
2021-10-05 07:00:00,23586,23577,22937.0000
2021-10-05 08:00:00,22627,22508,22033.2500
2021-10-05 09:00:00,21971,21834,21402.2500
2021-10-05 10:00:00,21765,21508,21059.0000
2021-10-05 11:00:00,22128,21733,21280.7500
2021-10-05 12:00:00,23336,22860,22353.2500
2021-10-05 13:00:00,25055,24733,24167.7500
2021-10-05 14:00:00,25954,25817,25079.5000
2021-10-05 15:00:00,26104,25971,25416.0000
2021-10-05 16:00:00,26070,25734,25178.5000
2021-10-05 17:00:00,26157,25523,24956.7500
2021-10-05 18:00:00,26353,25636,24902.5000
2021-10-05 19:00:00,26819,25968,25441.5000
2021-10-05 20:00:00,27807,26894,26330.0000
2021-10-05 21:00:00,28949,27902,27509.7500
2021-10-05 22:00:00,29857,29114,28890.5000
2021-10-05 23:00:00,30690,30039,29637.7500
2021-10-06 00:00:00,31207,30514,30216.5000
2021-10-06 01:00:00,31173,30917,30658.0000
2021-10-06 02:00:00,30786,30914,30687.2500
2021-10-06 03:00:00,29623,29647,29178.7500
2021-10-06 04:00:00,28155,28057,27684.7500
2021-10-06 05:00:00,26165,26030,25792.5000
2021-10-06 06:00:00,24402,24159,24016.2500
2021-10-06 07:00:00,23386,23043,22496.0000
2021-10-06 08:00:00,22472,22145,21880.7500
2021-10-06 09:00:00,21847,21526,21200.5000
2021-10-06 10:00:00,21668,21237,20923.2500
2021-10-06 11:00:00,22096,21479,21161.0000
2021-10-06 12:00:00,23138,22616,22275.7500
2021-10-06 13:00:00,24769,24510,24295.2500
2021-10-06 14:00:00,25811,25500,25129.5000
2021-10-06 15:00:00,26467,25687,25613.0000
2021-10-06 16:00:00,26628,25506,25457.0000
2021-10-06 17:00:00,26372,25234,25272.0000
2021-10-06 18:00:00,26054,25083,25241.2500
2021-10-06 19:00:00,25680,25162,25302.0000
2021-10-06 20:00:00,25813,25563,25250.0000
2021-10-06 21:00:00,26487,26359,25560.7500
2021-10-06 22:00:00,27262,27095,26540.5000
2021-10-06 23:00:00,28046,27752,27284.7500
2021-10-07 00:00:00,28776,28271,28071.0000
2021-10-07 01:00:00,29328,28869,28847.7500
2021-10-07 02:00:00,29277,29133,29128.2500
2021-10-07 03:00:00,28263,28068,28009.7500
2021-10-07 04:00:00,27171,26721,26669.7500
2021-10-07 05:00:00,25649,24813,25054.2500
2021-10-07 06:00:00,23875,23193,23562.7500
2021-10-07 07:00:00,22653,22998,22336.7500
2021-10-07 08:00:00,21935,22070,21273.5000
2021-10-07 09:00:00,21478,21462,20651.5000
2021-10-07 10:00:00,21278,21202,20507.5000
2021-10-07 11:00:00,21705,21508,20789.7500
2021-10-07 12:00:00,22988,22415,21988.0000
2021-10-07 13:00:00,24930,24372,23841.5000
2021-10-07 14:00:00,26128,25805,24828.5000
2021-10-07 15:00:00,26439,25839,25502.5000
2021-10-07 16:00:00,26463,25657,25538.7500
2021-10-07 17:00:00,26248,25294,25016.5000
2021-10-07 18:00:00,26030,24970,24590.2500
2021-10-07 19:00:00,25670,24813,24606.5000
2021-10-07 20:00:00,25627,25102,24662.7500
2021-10-07 21:00:00,25799,25565,24775.7500
2021-10-07 22:00:00,26161,26167,25325.7500
2021-10-07 23:00:00,26571,26730,26065.2500
2021-10-08 00:00:00,27358,27175,26489.5000
2021-10-08 01:00:00,28111,28076,27392.5000
2021-10-08 02:00:00,28163,28720,28168.5000
2021-10-08 03:00:00,27340,27884,27140.0000
2021-10-08 04:00:00,26214,26654,25882.5000
2021-10-08 05:00:00,24619,24931,24460.7500
2021-10-08 06:00:00,23217,23382,22951.7500
2021-10-08 07:00:00,22208,22547,21866.7500
2021-10-08 08:00:00,21462,21749,21011.2500
2021-10-08 09:00:00,21088,21208,20453.0000
2021-10-08 10:00:00,21050,20909,20226.5000
2021-10-08 11:00:00,21467,21210,20548.0000
2021-10-08 12:00:00,22776,22348,21643.2500
2021-10-08 13:00:00,24551,24248,23557.5000
2021-10-08 14:00:00,25681,25078,24624.5000
2021-10-08 15:00:00,25950,25429,25199.7500
2021-10-08 16:00:00,25597,25387,24979.5000
2021-10-08 17:00:00,24865,25006,24349.5000
2021-10-08 18:00:00,24261,24420,23507.7500
2021-10-08 19:00:00,23899,23826,22438.5000
2021-10-08 20:00:00,23910,23671,22484.0000
2021-10-08 21:00:00,23803,23733,22542.5000
2021-10-08 22:00:00,24182,24035,22548.2500
2021-10-08 23:00:00,24470,24479,23119.5000
2021-10-09 00:00:00,25453,25293,24011.2500
2021-10-09 01:00:00,26507,26346,25474.2500
2021-10-09 02:00:00,26728,27090,26526.0000
2021-10-09 03:00:00,25939,26315,25733.7500
2021-10-09 04:00:00,25042,25496,24888.7500
2021-10-09 05:00:00,23863,24225,23704.2500
2021-10-09 06:00:00,22678,22931,22393.7500
2021-10-09 07:00:00,21510,21536,21358.5000
2021-10-09 08:00:00,20801,20695,20366.0000
2021-10-09 09:00:00,20259,20104,19689.5000
2021-10-09 10:00:00,20014,19867,19280.2500
2021-10-09 11:00:00,20169,19890,19294.2500
2021-10-09 12:00:00,20705,20385,19794.5000
2021-10-09 13:00:00,21417,21227,20663.5000
2021-10-09 14:00:00,21807,21486,20883.2500
2021-10-09 15:00:00,22158,21345,20786.7500
2021-10-09 16:00:00,21612,20839,20152.5000
2021-10-09 17:00:00,20763,20010,19090.7500
2021-10-09 18:00:00,19876,19204,18228.0000
2021-10-09 19:00:00,19467,18758,17777.2500
2021-10-09 20:00:00,19571,18804,17789.0000
2021-10-09 21:00:00,20078,19376,18345.2500
2021-10-09 22:00:00,21185,20320,19398.7500
2021-10-09 23:00:00,22836,21656,20863.7500
2021-10-10 00:00:00,24387,22986,22592.7500
2021-10-10 01:00:00,25275,24557,24424.2500
2021-10-10 02:00:00,25452,25289,25432.0000
2021-10-10 03:00:00,24753,24734,24469.0000
2021-10-10 04:00:00,23899,23859,23671.2500
2021-10-10 05:00:00,22705,22703,22648.0000
2021-10-10 06:00:00,21622,21515,21418.2500
2021-10-10 07:00:00,20837,20485,20350.0000
2021-10-10 08:00:00,20127,19808,19578.7500
2021-10-10 09:00:00,19597,19336,18981.2500
2021-10-10 10:00:00,19328,19024,18655.0000
2021-10-10 11:00:00,19351,18961,18565.0000
2021-10-10 12:00:00,19628,19163,18852.2500
2021-10-10 13:00:00,20191,19696,19329.7500
2021-10-10 14:00:00,20550,19844,19331.2500
2021-10-10 15:00:00,20368,19477,19057.0000
2021-10-10 16:00:00,19618,18868,18271.0000
2021-10-10 17:00:00,18969,18186,17422.7500
2021-10-10 18:00:00,18737,17806,17059.5000
2021-10-10 19:00:00,18817,17746,17201.2500
2021-10-10 20:00:00,19233,18377,17804.2500
2021-10-10 21:00:00,20035,19371,18775.2500
2021-10-10 22:00:00,21597,20703,20169.7500
2021-10-10 23:00:00,23451,22364,21848.0000
2021-10-11 00:00:00,25222,23939,23757.0000
2021-10-11 01:00:00,26025,25291,25669.2500
2021-10-11 02:00:00,26113,25875,26142.2500
2021-10-11 03:00:00,25316,25042,24926.7500
2021-10-11 04:00:00,24142,24051,23983.0000
2021-10-11 05:00:00,22684,22639,22448.5000
2021-10-11 06:00:00,21443,21364,20953.7500
2021-10-11 07:00:00,20715,20648,20060.7500
2021-10-11 08:00:00,20166,20032,19462.0000
2021-10-11 09:00:00,19794,19592,19104.0000
2021-10-11 10:00:00,19701,19459,18951.0000
2021-10-11 11:00:00,20149,19961,19379.0000
2021-10-11 12:00:00,21408,21236,20540.0000
2021-10-11 13:00:00,23126,23352,22485.7500
2021-10-11 14:00:00,23966,24549,23503.5000
2021-10-11 15:00:00,24007,24401,23477.0000
2021-10-11 16:00:00,23449,23591,22576.0000
2021-10-11 17:00:00,22972,22794,21797.7500
2021-10-11 18:00:00,22470,22301,21537.2500
2021-10-11 19:00:00,22090,21939,21266.2500
2021-10-11 20:00:00,22267,22190,21216.2500
2021-10-11 21:00:00,22679,22511,21735.0000
2021-10-11 22:00:00,23499,23379,22435.2500
2021-10-11 23:00:00,24401,24208,23226.0000
2021-10-12 00:00:00,25574,25333,24290.2500
2021-10-12 01:00:00,26684,26643,25695.5000
2021-10-12 02:00:00,26768,27316,26772.0000
2021-10-12 03:00:00,25903,26366,25651.0000
2021-10-12 04:00:00,24772,25212,24480.5000
2021-10-12 05:00:00,23184,23539,23051.2500
2021-10-12 06:00:00,21849,22188,21665.7500
2021-10-12 07:00:00,21070,21364,20651.2500
2021-10-12 08:00:00,20440,20718,19994.0000
2021-10-12 09:00:00,20069,20282,19490.5000
2021-10-12 10:00:00,20036,20010,19311.7500
2021-10-12 11:00:00,20571,20380,19737.7500
2021-10-12 12:00:00,21971,21520,20875.0000
2021-10-12 13:00:00,23699,23541,22833.0000
2021-10-12 14:00:00,24527,24414,23836.0000
2021-10-12 15:00:00,24103,24113,23717.7500
2021-10-12 16:00:00,23469,23107,22571.7500
2021-10-12 17:00:00,22497,22199,21509.0000
2021-10-12 18:00:00,21821,21472,20633.7500
2021-10-12 19:00:00,21408,21072,20188.2500
2021-10-12 20:00:00,21397,21336,20223.0000
2021-10-12 21:00:00,21841,21991,20510.5000
2021-10-12 22:00:00,22785,22978,21314.5000
2021-10-12 23:00:00,24194,24266,22624.0000
2021-10-13 00:00:00,25777,25672,24074.0000
2021-10-13 01:00:00,26901,26932,25870.7500
2021-10-13 02:00:00,27004,27626,27028.7500
2021-10-13 03:00:00,26194,26688,25861.5000
2021-10-13 04:00:00,25047,25509,24795.5000
2021-10-13 05:00:00,23458,23920,23256.0000
2021-10-13 06:00:00,22104,22474,21826.5000
2021-10-13 07:00:00,21166,21225,20798.0000
2021-10-13 08:00:00,20535,20569,20081.0000
2021-10-13 09:00:00,20193,20131,19608.0000
2021-10-13 10:00:00,20174,20040,19418.5000
2021-10-13 11:00:00,20821,20458,19887.5000
2021-10-13 12:00:00,22321,21663,21211.7500
2021-10-13 13:00:00,24274,23674,23259.0000
2021-10-13 14:00:00,25214,24544,24323.0000
2021-10-13 15:00:00,24937,24085,24238.0000
2021-10-13 16:00:00,24505,23122,23145.2500
2021-10-13 17:00:00,23834,22341,22518.0000
2021-10-13 18:00:00,23024,21867,21867.0000
2021-10-13 19:00:00,22667,21510,21352.0000
2021-10-13 20:00:00,22896,21715,21237.0000
2021-10-13 21:00:00,23215,22174,21565.7500
2021-10-13 22:00:00,24019,22990,22165.0000
2021-10-13 23:00:00,24825,24020,23295.2500
2021-10-14 00:00:00,25969,25239,24587.2500
2021-10-14 01:00:00,27228,26532,26206.2500
2021-10-14 02:00:00,27248,27235,27164.0000
2021-10-14 03:00:00,26321,26345,26097.0000
2021-10-14 04:00:00,25196,25175,24976.2500
2021-10-14 05:00:00,23664,23436,23458.5000
2021-10-14 06:00:00,22357,21979,22020.7500
2021-10-14 07:00:00,21525,21077,20987.7500
2021-10-14 08:00:00,20846,20388,20264.2500
2021-10-14 09:00:00,20456,19934,19773.7500
2021-10-14 10:00:00,20321,19769,19599.7500
2021-10-14 11:00:00,20776,20142,19983.5000
2021-10-14 12:00:00,22229,21374,21098.5000
2021-10-14 13:00:00,24229,23406,23174.0000
2021-10-14 14:00:00,25026,24369,24181.7500
2021-10-14 15:00:00,24463,23819,24174.2500
2021-10-14 16:00:00,23749,22818,22800.0000
2021-10-14 17:00:00,23456,21914,21903.5000
2021-10-14 18:00:00,23089,21345,21362.5000
2021-10-14 19:00:00,22877,21004,21257.5000
2021-10-14 20:00:00,23060,21387,21569.7500
2021-10-14 21:00:00,23584,22166,22018.5000
2021-10-14 22:00:00,24452,23302,23133.5000
2021-10-14 23:00:00,25302,24523,24355.2500
2021-10-15 00:00:00,26678,25796,25342.2500
2021-10-15 01:00:00,27684,26841,26837.0000
2021-10-15 02:00:00,27657,27292,27645.7500
2021-10-15 03:00:00,26731,26366,26344.2500
2021-10-15 04:00:00,25464,25257,25314.5000
2021-10-15 05:00:00,23908,23613,23683.5000
2021-10-15 06:00:00,22444,22165,22234.2500
2021-10-15 07:00:00,21478,21608,21379.0000
2021-10-15 08:00:00,20926,20843,20358.5000
2021-10-15 09:00:00,20603,20340,19877.2500
2021-10-15 10:00:00,20575,20144,19693.2500
2021-10-15 11:00:00,21019,20462,20106.5000
2021-10-15 12:00:00,22352,21465,21202.5000
2021-10-15 13:00:00,24135,23466,23091.7500
2021-10-15 14:00:00,25114,24588,24048.7500
2021-10-15 15:00:00,25024,24261,24009.7500
2021-10-15 16:00:00,24836,23427,23181.5000
2021-10-15 17:00:00,24230,22641,22798.0000
2021-10-15 18:00:00,23910,22218,22434.7500
2021-10-15 19:00:00,24032,22447,22328.5000
2021-10-15 20:00:00,24561,23190,22921.5000
2021-10-15 21:00:00,25193,24369,23763.7500
2021-10-15 22:00:00,25973,25637,24919.5000
2021-10-15 23:00:00,27109,26951,25915.5000
2021-10-16 00:00:00,28079,28065,26904.2500
2021-10-16 01:00:00,28317,28937,27960.5000
2021-10-16 02:00:00,27796,28872,28052.0000
2021-10-16 03:00:00,26771,27694,26490.7500
2021-10-16 04:00:00,25632,26533,25441.5000
2021-10-16 05:00:00,24097,24996,24059.5000
2021-10-16 06:00:00,22726,23391,22525.0000
2021-10-16 07:00:00,21662,21747,21300.0000
2021-10-16 08:00:00,20807,20942,20399.5000
2021-10-16 09:00:00,20299,20335,19759.0000
2021-10-16 10:00:00,19986,19925,19384.7500
2021-10-16 11:00:00,20054,19865,19365.2500
2021-10-16 12:00:00,20564,20204,19755.2500
2021-10-16 13:00:00,21334,20929,20585.2500
2021-10-16 14:00:00,21734,21163,20885.0000
2021-10-16 15:00:00,21970,20859,20795.7500
2021-10-16 16:00:00,21891,20228,20153.7500
2021-10-16 17:00:00,21529,19895,19693.0000
2021-10-16 18:00:00,21366,19871,19416.2500
2021-10-16 19:00:00,21625,20207,19616.2500
2021-10-16 20:00:00,22206,20991,20204.7500
2021-10-16 21:00:00,23091,22136,21233.2500
2021-10-16 22:00:00,24303,23545,22708.2500
2021-10-16 23:00:00,25566,25075,24353.2500
2021-10-17 00:00:00,26739,26492,25735.7500
2021-10-17 01:00:00,27090,27451,26847.7500
2021-10-17 02:00:00,26607,27364,26862.5000
2021-10-17 03:00:00,25643,26204,25320.7500
2021-10-17 04:00:00,24569,25089,24346.5000
2021-10-17 05:00:00,23188,23782,22987.7500
2021-10-17 06:00:00,21868,22350,21570.5000
2021-10-17 07:00:00,20883,21479,20443.7500
2021-10-17 08:00:00,20114,20552,19546.5000
2021-10-17 09:00:00,19554,19966,18883.5000
2021-10-17 10:00:00,19344,19633,18534.2500
2021-10-17 11:00:00,19555,19449,18456.2500
2021-10-17 12:00:00,19757,19637,18688.7500
2021-10-17 13:00:00,20247,20208,19311.7500
2021-10-17 14:00:00,20399,20830,19425.0000
2021-10-17 15:00:00,20565,20592,19310.0000
2021-10-17 16:00:00,20223,20079,18908.7500
2021-10-17 17:00:00,20036,19447,18481.0000
2021-10-17 18:00:00,19800,19106,17936.5000
2021-10-17 19:00:00,19787,19038,18003.2500
2021-10-17 20:00:00,19956,19247,18225.0000
2021-10-17 21:00:00,20713,19943,18746.5000
2021-10-17 22:00:00,22154,21124,19641.5000
2021-10-17 23:00:00,23281,22603,21455.0000
2021-10-18 00:00:00,24443,24179,23171.5000
2021-10-18 01:00:00,25541,25458,24818.2500
2021-10-18 02:00:00,25443,25823,25513.2500
2021-10-18 03:00:00,24610,25056,24316.0000
2021-10-18 04:00:00,23648,24081,23376.5000
2021-10-18 05:00:00,22358,22563,22018.5000
2021-10-18 06:00:00,21285,21237,20766.0000
2021-10-18 07:00:00,20624,20426,19862.0000
2021-10-18 08:00:00,20285,19857,19294.0000
2021-10-18 09:00:00,20029,19449,18980.0000
2021-10-18 10:00:00,20183,19393,18888.0000
2021-10-18 11:00:00,20683,19888,19399.2500
2021-10-18 12:00:00,21934,21213,20680.2500
2021-10-18 13:00:00,23793,23275,22767.5000
2021-10-18 14:00:00,25064,24670,24009.5000
2021-10-18 15:00:00,25373,24744,24468.7500
2021-10-18 16:00:00,25376,24447,24123.5000
2021-10-18 17:00:00,24947,23888,23631.0000
2021-10-18 18:00:00,24257,23367,23179.5000
2021-10-18 19:00:00,23932,22887,22720.2500
2021-10-18 20:00:00,23726,22682,22569.2500
2021-10-18 21:00:00,23807,22906,22527.0000
2021-10-18 22:00:00,24028,23543,22820.7500
2021-10-18 23:00:00,24370,24412,23383.0000
2021-10-19 00:00:00,25767,25527,24193.5000
2021-10-19 01:00:00,27056,26782,25958.5000
2021-10-19 02:00:00,26941,27202,27038.2500
2021-10-19 03:00:00,26094,26270,25755.5000
2021-10-19 04:00:00,24916,25158,24757.2500
2021-10-19 05:00:00,23413,23516,23204.2500
2021-10-19 06:00:00,22109,22185,21802.0000
2021-10-19 07:00:00,21156,21247,20869.7500
2021-10-19 08:00:00,20518,20583,20144.7500
2021-10-19 09:00:00,20234,20141,19671.5000
2021-10-19 10:00:00,20304,20049,19533.5000
2021-10-19 11:00:00,20853,20538,20030.5000
2021-10-19 12:00:00,22360,21859,21339.0000
2021-10-19 13:00:00,24429,24076,23470.0000
2021-10-19 14:00:00,25456,25141,24506.5000
2021-10-19 15:00:00,24982,24674,24336.0000
2021-10-19 16:00:00,24360,23689,23092.7500
2021-10-19 17:00:00,23730,22554,21922.5000
2021-10-19 18:00:00,22912,21733,21442.0000
2021-10-19 19:00:00,22428,21394,20836.5000
2021-10-19 20:00:00,22526,21607,20750.5000
2021-10-19 21:00:00,23062,22231,21109.5000
2021-10-19 22:00:00,23732,23200,22230.0000
2021-10-19 23:00:00,24632,24202,23581.0000
2021-10-20 00:00:00,26121,25361,24897.5000
2021-10-20 01:00:00,27463,26789,26486.7500
2021-10-20 02:00:00,27277,27271,27318.7500
2021-10-20 03:00:00,26380,26349,26174.5000
2021-10-20 04:00:00,25226,25208,24999.7500
2021-10-20 05:00:00,23596,23548,23500.2500
2021-10-20 06:00:00,22189,22204,22018.2500
2021-10-20 07:00:00,21302,21327,20938.0000
2021-10-20 08:00:00,20689,20587,20155.7500
2021-10-20 09:00:00,20368,20121,19696.7500
2021-10-20 10:00:00,20395,19955,19595.5000
2021-10-20 11:00:00,20872,20361,20018.2500
2021-10-20 12:00:00,22229,21609,21244.5000
2021-10-20 13:00:00,24169,23749,23290.7500
2021-10-20 14:00:00,25261,24990,24444.2500
2021-10-20 15:00:00,25404,24849,24434.0000
2021-10-20 16:00:00,24916,24433,24019.2500
2021-10-20 17:00:00,24447,24018,23395.0000
2021-10-20 18:00:00,24260,23662,22804.0000
2021-10-20 19:00:00,24321,23517,22522.2500
2021-10-20 20:00:00,24613,23765,22901.2500
2021-10-20 21:00:00,24899,24177,23621.5000
2021-10-20 22:00:00,25063,24815,24307.7500
2021-10-20 23:00:00,25986,25445,24915.0000
2021-10-21 00:00:00,26997,26121,25884.0000
2021-10-21 01:00:00,27797,27232,27201.7500
2021-10-21 02:00:00,27499,27493,27609.2500
2021-10-21 03:00:00,26657,26545,26101.7500
2021-10-21 04:00:00,25562,25325,25122.2500
2021-10-21 05:00:00,24004,23816,23619.5000
2021-10-21 06:00:00,22648,22388,22096.7500
2021-10-21 07:00:00,21646,21707,21098.2500
2021-10-21 08:00:00,20977,20977,20365.0000
2021-10-21 09:00:00,20631,20485,19829.0000
2021-10-21 10:00:00,20600,20284,19706.2500
2021-10-21 11:00:00,21127,20624,20081.7500
2021-10-21 12:00:00,22440,21839,21262.0000
2021-10-21 13:00:00,24382,24061,23334.2500
2021-10-21 14:00:00,25484,25161,24448.2500
2021-10-21 15:00:00,25479,25232,24547.2500
2021-10-21 16:00:00,25002,24681,24202.7500
2021-10-21 17:00:00,24946,24254,23443.2500
2021-10-21 18:00:00,24690,24166,23288.0000
2021-10-21 19:00:00,24594,24257,23111.2500
2021-10-21 20:00:00,24896,24642,23259.5000
2021-10-21 21:00:00,25402,25372,24020.5000
2021-10-21 22:00:00,25942,26264,25240.7500
2021-10-21 23:00:00,26634,27227,26116.2500
2021-10-22 00:00:00,27458,28079,26623.0000
2021-10-22 01:00:00,28109,28874,27520.5000
2021-10-22 02:00:00,27758,28938,27777.5000
2021-10-22 03:00:00,26768,27879,26466.7500
2021-10-22 04:00:00,25544,26662,25400.7500
2021-10-22 05:00:00,23919,24865,23745.7500
2021-10-22 06:00:00,22513,23207,22142.0000
2021-10-22 07:00:00,21607,21946,21098.2500
2021-10-22 08:00:00,20928,21176,20287.5000
2021-10-22 09:00:00,20566,20610,19769.7500
2021-10-22 10:00:00,20791,20381,19607.2500
2021-10-22 11:00:00,21246,20761,19920.0000
2021-10-22 12:00:00,22447,21841,21035.2500
2021-10-22 13:00:00,24010,23898,23119.0000
2021-10-22 14:00:00,24948,25044,24245.2500
2021-10-22 15:00:00,25126,25104,24520.0000
2021-10-22 16:00:00,25004,24820,24054.2500
2021-10-22 17:00:00,24698,24244,23721.5000
2021-10-22 18:00:00,24450,23685,23059.2500
2021-10-22 19:00:00,24134,23342,22477.5000
2021-10-22 20:00:00,24191,23582,22186.7500
2021-10-22 21:00:00,24239,24169,22830.7500
2021-10-22 22:00:00,24473,24827,23278.5000
2021-10-22 23:00:00,24882,25425,23933.7500
2021-10-23 00:00:00,26035,26042,24559.5000
2021-10-23 01:00:00,26820,27034,26231.0000
2021-10-23 02:00:00,26471,27240,26501.2500
2021-10-23 03:00:00,25679,26241,25133.7500
2021-10-23 04:00:00,24763,25288,24466.0000
2021-10-23 05:00:00,23572,24112,23278.0000
2021-10-23 06:00:00,22401,22778,21943.5000
2021-10-23 07:00:00,21524,21357,20917.5000
2021-10-23 08:00:00,20753,20604,20067.5000
2021-10-23 09:00:00,20205,19988,19475.0000
2021-10-23 10:00:00,19899,19650,19192.0000
2021-10-23 11:00:00,19916,19637,19153.0000
2021-10-23 12:00:00,20336,19924,19644.5000
2021-10-23 13:00:00,21127,20619,20516.2500
2021-10-23 14:00:00,21695,21315,21113.2500
2021-10-23 15:00:00,22112,21740,21366.0000
2021-10-23 16:00:00,22556,21706,21315.2500
2021-10-23 17:00:00,22622,21392,20935.5000
2021-10-23 18:00:00,21857,20926,20358.0000
2021-10-23 19:00:00,21485,20482,19741.7500
2021-10-23 20:00:00,21474,20360,19635.5000
2021-10-23 21:00:00,21938,20684,19781.2500
2021-10-23 22:00:00,22608,21397,20675.7500
2021-10-23 23:00:00,23231,22263,22019.7500
2021-10-24 00:00:00,24181,23309,23381.0000
2021-10-24 01:00:00,25210,24543,24538.0000
2021-10-24 02:00:00,25061,24908,25096.2500
2021-10-24 03:00:00,24362,24082,23945.0000
2021-10-24 04:00:00,23698,23436,23218.2500
2021-10-24 05:00:00,22531,22405,22237.2500
2021-10-24 06:00:00,21441,21333,21016.5000
2021-10-24 07:00:00,20591,20703,20008.5000
2021-10-24 08:00:00,19861,19963,19326.5000
2021-10-24 09:00:00,19364,19387,18782.2500
2021-10-24 10:00:00,19057,19050,18417.7500
2021-10-24 11:00:00,19044,18888,18312.0000
2021-10-24 12:00:00,19342,18964,18537.2500
2021-10-24 13:00:00,20032,19593,19147.0000
2021-10-24 14:00:00,20580,20032,19627.7500
2021-10-24 15:00:00,21093,20329,19827.5000
2021-10-24 16:00:00,21320,20588,20223.7500
2021-10-24 17:00:00,21402,20590,20059.2500
2021-10-24 18:00:00,21668,20585,19868.5000
2021-10-24 19:00:00,21817,20552,20049.5000
2021-10-24 20:00:00,21980,20760,20327.2500
2021-10-24 21:00:00,22122,21278,21021.2500
2021-10-24 22:00:00,22744,21909,21606.2500
2021-10-24 23:00:00,23668,22692,22576.2500
2021-10-25 00:00:00,24814,23753,24072.7500
2021-10-25 01:00:00,25804,25219,25349.2500
2021-10-25 02:00:00,25525,25476,25616.0000
2021-10-25 03:00:00,24717,24610,24468.2500
2021-10-25 04:00:00,23815,23655,23507.7500
2021-10-25 05:00:00,22442,22337,22131.7500
2021-10-25 06:00:00,21135,21084,20757.7500
2021-10-25 07:00:00,20363,20230,19749.0000
2021-10-25 08:00:00,20073,19648,19071.2500
2021-10-25 09:00:00,19813,19220,18740.2500
2021-10-25 10:00:00,19927,19179,18688.2500
2021-10-25 11:00:00,20421,19658,19077.5000
2021-10-25 12:00:00,21661,20935,20418.2500
2021-10-25 13:00:00,23449,23140,22502.5000
2021-10-25 14:00:00,24663,24678,23891.5000
2021-10-25 15:00:00,25421,24995,24350.2500
2021-10-25 16:00:00,25405,25173,24569.0000
2021-10-25 17:00:00,25096,25181,24296.5000
2021-10-25 18:00:00,24929,24944,23585.5000
2021-10-25 19:00:00,25017,24725,23357.2500
2021-10-25 20:00:00,24911,24779,23219.5000
2021-10-25 21:00:00,24555,24978,23174.7500
2021-10-25 22:00:00,24325,25162,23511.2500
2021-10-25 23:00:00,24475,25400,23619.2500
2021-10-26 00:00:00,25629,26073,24506.2500
2021-10-26 01:00:00,26568,27440,26140.7500
2021-10-26 02:00:00,26346,27535,26306.0000
2021-10-26 03:00:00,25649,26447,25098.5000
2021-10-26 04:00:00,24486,25449,24216.2500
2021-10-26 05:00:00,22983,23780,22682.5000
2021-10-26 06:00:00,21743,22216,21225.5000
2021-10-26 07:00:00,21024,21203,20284.7500
2021-10-26 08:00:00,20660,20455,19630.2500
2021-10-26 09:00:00,20399,20017,19146.2500
2021-10-26 10:00:00,20364,19880,19096.7500
2021-10-26 11:00:00,20880,20217,19579.2500
2021-10-26 12:00:00,22049,21405,20899.5000
2021-10-26 13:00:00,23912,23679,23050.2500
2021-10-26 14:00:00,24990,25126,24174.5000
2021-10-26 15:00:00,24871,25085,24105.0000
2021-10-26 16:00:00,24558,24575,23228.7500
2021-10-26 17:00:00,23790,23828,22290.7500
2021-10-26 18:00:00,23403,23405,21281.2500
2021-10-26 19:00:00,22926,23192,20975.7500
2021-10-26 20:00:00,22841,23373,20890.2500
2021-10-26 21:00:00,23177,23737,21049.0000
2021-10-26 22:00:00,23689,24326,22133.5000
2021-10-26 23:00:00,24582,25048,23133.2500
2021-10-27 00:00:00,25947,25921,24626.5000
2021-10-27 01:00:00,27057,27394,26490.0000
2021-10-27 02:00:00,26817,27532,26801.0000
2021-10-27 03:00:00,25973,26546,25587.5000
2021-10-27 04:00:00,24852,25441,24622.0000
2021-10-27 05:00:00,23354,23872,23077.5000
2021-10-27 06:00:00,22044,22345,21546.5000
2021-10-27 07:00:00,21454,21081,20569.7500
2021-10-27 08:00:00,21023,20359,19834.0000
2021-10-27 09:00:00,20655,19864,19481.7500
2021-10-27 10:00:00,20627,19719,19317.7500
2021-10-27 11:00:00,20932,19961,19734.2500
2021-10-27 12:00:00,22116,21240,20993.7500
2021-10-27 13:00:00,24070,23375,22821.5000
2021-10-27 14:00:00,25115,24676,24343.7500
2021-10-27 15:00:00,24772,24359,24229.0000
2021-10-27 16:00:00,24120,23566,23209.7500
2021-10-27 17:00:00,23651,22940,22127.2500
2021-10-27 18:00:00,23403,22605,21447.7500
2021-10-27 19:00:00,23306,22439,21193.2500
2021-10-27 20:00:00,23541,22851,21563.0000
2021-10-27 21:00:00,24100,23527,22162.0000
2021-10-27 22:00:00,24890,24388,23348.7500
2021-10-27 23:00:00,25854,25396,24581.5000
2021-10-28 00:00:00,27159,26655,25984.7500
2021-10-28 01:00:00,28115,27789,27585.0000
2021-10-28 02:00:00,27822,27680,27456.7500
2021-10-28 03:00:00,26877,26645,26350.2500
2021-10-28 04:00:00,25633,25507,25326.7500
2021-10-28 05:00:00,23929,23839,23623.7500
